Variable,Original,Translation
Oddity.AbominationBrain|abominationbrain.item,Swollen green veins run all over its deformed frontal lobe. It's red soaked color makes it seem... alive.,Venas verdes e hinchadas recorren todo su lóbulo frontal deforme. Su color rojo empapado hace que parezca... vivo.
Oddity.AcidBurntFemur|acidburntfemur.item,Acid-Burnt Femur,Fémur Quemado por Ácido
Oddity.AcidBurntFemur|acidburntfemur.item,"This human femur has been damaged by corrosive acid, meaning that the mutant it belonged to suffered greatly from its mutations.","Este fémur humano ha sido dañado por ácido corrosivo, lo que significa que el mutante al que perteneció sufrió mucho por sus mutaciones."
Oddity.AcidCyclopeanEye|acidcyclopeaneye.item,Acid Cyclopean Eye,Ojo Cíclope Ácido
Oddity.AcidCyclopeanEye|acidcyclopeaneye.item,"The blind eye still twitches from time to time, oozing corrosive acid.","El ojo ciego todavía se contrae de vez en cuando, rezumando ácido corrosivo."
Oddity.AcidicTongue|acidictongue.item,Acidic Tongue,Lengua Ácida
Oddity.AcidicTongue|acidictongue.item,This tongue is bloated with corrosive acid. Do not squeeze.,Esta lengua está hinchada de ácido corrosivo. No apretar.
Oddity.AnarchistSymbol|anarchistsymbol.item,Anarchist Symbol,Símbolo Anarquista
Oddity.AnarchistSymbol|anarchistsymbol.item,"A well known ""circle-A"" symbol which represents anarchism.","Un símbolo ""círculo-A"" muy conocido que representa el anarquismo."
Oddity.AncientRathoundTooth|ancientrathoundtooth.item,Ancient Rathound Tooth,Diente de Rathound Antiguo
Oddity.AncientRathoundTooth|ancientrathoundtooth.item,"Looks very menacing, especially when attached to a living ancient rathound.","Parece muy amenazador, especialmente cuando se adjunta a un rathound antiguo vivo."
Oddity.AntifreezeProteinInjector|antifreezeproteininjector.item,Antifreeze Protein Injector,Inyector de Proteína Anticongelante
Oddity.AntifreezeProteinInjector|antifreezeproteininjector.item,"A tiny device most likely worn on wrist or an ankle which regulates the presence of small ice crystals within blood. It had the ability to inject a dose of antifreeze proteins which bind themselves to the crystals, inhibiting the growth and recrystallization that would otherwise be lethal. It also protects cells from damage caused by cold.","Un dispositivo diminuto, probablemente llevado en la muñeca o el tobillo, que regula la presencia de pequeños cristales de hielo en la sangre. Tenía la capacidad de inyectar una dosis de proteínas anticongelantes que se unían a los cristales, inhibiendo el crecimiento y la recristalización que de otro modo serían letales. También protege las células del daño causado por el frío."
Oddity.ArenaNowBroadcastingSchedule|arenanowbroadcastingschedule.item,"""ArenaNow"" Broadcasting Schedule","Programación de Emisión de ""ArenaNow"""
Oddity.ArenaNowBroadcastingSchedule|arenanowbroadcastingschedule.item,"It's an outdated schedule for the ""ArenaNow"" broadcasting channel.","Es una programación obsoleta para el canal de emisión ""ArenaNow""."
Oddity.BarrelSoupLadle|barrelsoupladle.item,Barrel Soup Ladle,Cazo de Sopa de Barril
Oddity.BarrelSoupLadle|barrelsoupladle.item,A plain ladle connected to a long pipe. It has to be long enough so that zoners can scrape the bottom of the barrel.,Un cazo sencillo conectado a un tubo largo. Tiene que ser lo suficientemente largo para que los zoners puedan raspar el fondo del barril.
Oddity.BiocorpTechnologyCatalogFragment|biocorptechnologycatalogfragment.item,Biocorp Technology Catalog Fragment,Fragmento de Catálogo de Tecnología de Biocorp
Oddity.BiocorpTechnologyCatalogFragment|biocorptechnologycatalogfragment.item,Couple of torn pages and illustrations from the technology catalog of the old Biocorp. This was obviously not meant to be a blueprint of their technology but rather a commercial showcase.,"Un par de páginas e ilustraciones rasgadas del catálogo de tecnología de la antigua Biocorp. Obviamente, esto no pretendía ser un plano de su tecnología, sino más bien un escaparate comercial."
Oddity.BiocorpUniversityEmblem|biocorpuniversityemblem.item,Biocorp University Emblem,Emblema de la Universidad Biocorp
Oddity.BiocorpUniversityEmblem|biocorpuniversityemblem.item,"This is an emblem of the Biocorp University. In the days of Old Biocorp, students probably sewed it onto their clothes.","Este es un emblema de la Universidad Biocorp. En los días de la Antigua Biocorp, los estudiantes probablemente lo cosían en su ropa."
Oddity.BlackEelInsignia|blackeelinsignia.item,Black Eel Insignia,Insignia de Anguila Negra
Oddity.BlackEelInsignia|blackeelinsignia.item,Crudely crafted insignia worn by the members of Black Eels organization of Junkyard.,Insignia toscamente elaborada usada por los miembros de la organización Anguilas Negras de Junkyard.
Oddity.BlackEye|blackeye.item,Black Eye,Ojo Negro
Oddity.BlackEye|blackeye.item,It's a black eye with no pupil. It's about the size of a human eye.,Es un ojo negro sin pupila. Tiene aproximadamente el tamaño de un ojo humano.
Oddity.BoneFetish|bonefetish.item,Bone Fetish,Fetiche de Hueso
Oddity.BoneFetish|bonefetish.item,"Three of, what appear to be, human shinbones, sharpened on one end and tied together with leather straps into triangular formation. The purpose or meaning of this perverse construct eludes you.","Tres de lo que parecen ser huesos de espinilla humanos, afilados por un extremo y atados con correas de cuero en formación triangular. El propósito o significado de esta perversa construcción se te escapa."
Oddity.BorderGuardOrders|borderguardorders.item,Border Guard Orders,Órdenes de la Guardia Fronteriza
Oddity.BorderGuardOrders|borderguardorders.item,These old blood stained orders were issued by the Omega Central Command to their border guards. The orders state that the guards are to shoot anyone they perceive as SGS member on sight. Also 1000 charons bounty is placed on one called Gorsky.,Estas antiguas órdenes manchadas de sangre fueron emitidas por el Mando Central Omega a sus guardias fronterizos. Las órdenes establecen que los guardias deben disparar a cualquiera que perciban como miembro de SGS a la vista. También se ofrece una recompensa de 1000 charones por uno llamado Gorsky.
Oddity.BorerJaw|borerjaw.item,Borer Jaw,Mandíbula de Perforador
Oddity.BorerJaw|borerjaw.item,It's the inner jaw of a borer. It's lined with sharp stoney teeth.,Es la mandíbula interna de un perforador. Está revestida de afilados dientes pétreos.
Oddity.BreathingTankRegulator|breathingtankregulator.item,Breathing Tank Regulator,Regulador de Tanque de Respiración
Oddity.BreathingTankRegulator|breathingtankregulator.item,"Oxygen breathing regulator is used to adjust and control the rate of oxygen flow coming out of suitable gas container. This piece of device bears visible marks of physical damage, as if it was forcefully ripped apart from its tank.","El regulador de respiración de oxígeno se utiliza para ajustar y controlar el caudal de oxígeno que sale de un recipiente de gas adecuado. Esta pieza del dispositivo muestra marcas visibles de daños físicos, como si hubiera sido arrancada a la fuerza de su tanque."
Oddity.BrokenMotionDetector|brokenmotiondetector.item,Broken Motion Detector,Detector de Movimiento Roto
Oddity.BrokenMotionDetector|brokenmotiondetector.item,This device is clearly broken. It's indicating things moving all around you which clearly isn't the case. Unless...,"Este dispositivo está claramente roto. Está indicando que las cosas se mueven a tu alrededor, lo cual claramente no es el caso. A menos que..."
Oddity.Bubblegum,"An expired pack of ""bubblegum"", old world delicacy that you could allegedly chew for hours.","Un paquete caducado de ""chicle"", un manjar del viejo mundo que supuestamente se podía masticar durante horas."
Oddity.BurrowerOcarina|burrowerocarina.item,Burrower Ocarina,Ocarina de Burrower
Oddity.BurrowerOcarina|burrowerocarina.item,Dart-blowing snout of this burrower has been pierced so many times throughout its life that it can serve as a musical instrument now.,El hocico soplador de dardos de este burrower ha sido perforado tantas veces a lo largo de su vida que ahora puede servir como instrumento musical.
Oddity.ButchersLuckyCharm|butchersluckycharm.item,Butcher's Lucky Charm,Amuleto de la Suerte del Carnicero
Oddity.ButchersLuckyCharm|butchersluckycharm.item,Is that... a baby's hand on a chain? You can only imagine what possessed this psycho to create such an abominable trinket.,¿Eso es... una mano de bebé en una cadena? Uno solo puede imaginar qué poseyó a este psicópata para crear semejante baratija abominable.
Oddity.CaveDragonTail|cavedragontail.item,Cave Dragon Tail,Cola de Dragón Cavernícola
Oddity.CaveDragonTail|cavedragontail.item,This cave hopper had a bit of dragon DNA it seems.,Parece que este saltador de cavernas tenía un poco de ADN de dragón.
Oddity.ChewToy|chewtoy.item,Chew Toy,Juguete para Masticar
Oddity.ChewToy|chewtoy.item,An old dog's chew toy.,El viejo juguete para masticar de un perro.
Oddity.CoilSpiderEggSack|coilspidereggsack.item,Coil Spider Egg Sack,Saco de Huevos de Araña Bobina
Oddity.CoilSpiderEggSack|coilspidereggsack.item,A ruptured coil spider egg sack. Bunch of tiny spider eggs can be seen within. Will they still hatch?,Un saco de huevos de araña bobina roto. Se pueden ver un montón de pequeños huevos de araña dentro. ¿Seguirán incubándose?
Oddity.CoreCityPlans|corecityplans.item,Core City Plans,Planos de Ciudad Núcleo
Oddity.CoreCityPlans|corecityplans.item,Old and damaged Core City plans. Mostly illegible.,Planos antiguos y dañados de Ciudad Núcleo. Mayormente ilegibles.
Oddity.CoretechPamphlet|coretechpamphlet.item,Coretech Pamphlet,Folleto de Coretech
Oddity.CoretechPamphlet|coretechpamphlet.item,"A short document stating the technological achievements, purpose, and general tenets of the Coretech organization.","Un breve documento que expone los logros tecnológicos, el propósito y los principios generales de la organización Coretech."
Oddity.Coupons,"A set of coupons for electric dishwashers, washing machines, irons and the like. Unfortunately, they expired.","Un conjunto de cupones para lavavajillas eléctricos, lavadoras, planchas y similares. Desafortunadamente, han caducado."
Oddity.CrawlersEye|crawlerseye.item,Crawler's Eye,Ojo de Arrastrador
Oddity.CrawlersEye|crawlerseye.item,"The muscles of the eye stalk are still twitching, making it squirm in your hand like a worm.","Los músculos del tallo ocular aún se contraen, haciendo que se retuerza en tu mano como un gusano."
Oddity.CrystallizedSpore|crystallizedspore.item,Crystallized Spore,Espora Cristalizada
Oddity.CrystallizedSpore|crystallizedspore.item,It's hard to tell what could have caused this spore to undergo crystallization.,Es difícil decir qué pudo haber causado que esta espora se cristalizara.
Oddity.CyberneticModule|cyberneticmodule.item,Cybernetic Module,Módulo Cibernético
Oddity.CyberneticModule|cyberneticmodule.item,"Some sort of cybernetic enhancements, but you have no idea how you'd implant them.","Algún tipo de mejora cibernética, pero no tienes idea de cómo implantarlas."
Oddity.DNAFigurine|dnafigurine.item,DNA Figurine,Figurilla de ADN
Oddity.DNAFigurine|dnafigurine.item,Figurine depicting a double helix structure of DNA.,Figurilla que representa una estructura de doble hélice de ADN.
Oddity.DogCollar|dogcollar.item,Dog Collar,Collar de Perro
Oddity.DogCollar|dogcollar.item,It used to belong to a dog named Muttley.,Solía pertenecer a un perro llamado Muttley.
Oddity.DominationCeremonialTorch|dominationceremonialtorch.item,DomiNation Ceremonial Torch,Antorcha Ceremonial de DomiNation
