Variable,Original,Translation
empgrenade,EMP grenades are created by combining electromagnetic dischargers with any high energy battery (such as plasma or fusion cell) inside a thin grenade case.,
cloakingdevice|itemblueprints.k,"A visible light deflection field generator, commonly known as stealth generator or cloaking device, is created by attaching electromagnetic deflector to a high energy core. The quality of the former determines the cloaking potential. Finally, electromagnetic field stabilizer is added to improve efficiency.",
cloakingdevice|utilities.k,"A visible light deflection field generator, commonly known as stealth generator or cloaking device.",
metalhelmet,Metal helmets provide decent protection against mechanical and energy attacks and also reduce the chance for the wearer to be critically hit.,
goggles,Goggles have two main components: the pair of lenses that provide various advantages (sometimes coupled with disadvantages) to the wearer at all times; and an optional vision processing module that also requires a power core to be installed in order to work.,
boots,Boots can be made out of leather or metal and padded with a number of different materials.,
greaves,Greaves can be made out of metal and padded with a number of different materials.,
mine,"There are two types of conventional explosive land mines: \n\n- Fragmentation (frag) mine which is used as an anti-personnel weapon\n\n- High-explosive mine which is primarily used against heavily armored targets.\n\nThe type of the land mine created is dictated by its case, while its power depends on the combination of explosive fillings used.",
empmine-old,EMP mines are created by combining two electromagnetic dischargers with a pair of any high energy battery (such as plasma or fusion cell) inside a special EMP mine case.,
empmine|itemblueprints.k,An EMP mine can be created by combining electromagnetic dischargers with any high energy battery (such as plasma or fusion cell) inside a special EMP mine case.,
empmine|traps.k,Place an EMP mine on targeted spot. When triggered all automatons caught in the blast take {0} damage (this damage bypasses resistances and shields) and are stunned for {1} turns. All other targets have their electronic equipment immediately drained of all energy and receive electrical damage equal to {2}% of energy drained.,
chemicalammo,Ammunition for chemical weapons can be created by mixing the targeted chemical with bonding agent and storing it inside a vial that can later be loaded into a weapon.,
chemicalblobtrap,"Chemical blob traps can entangle their victims in deadly sludge formed out of various substances. \n\nThey are created by combining blob dispenser, special chemical trap case and the desired substance mixed with a bonding agent.\n\nDifferent substances have different side effects, while the quality of the blob dispenser determines the overall lethality of the trap.",
healthhypo,Health hypo can be created by mixing healthy animal blood with insectoid saliva and preserving the mixture with anticoagulant.,
advancedhealthhypo,Advanced health hypo can be created by mixing healthy animal blood with gel electrolyte and taurine.,
adrenalineshot|itemblueprints.k,Adrenaline shot can easily be created by a skilled biologist from raw adrenaline.,
adrenalineshot|consumables.k,"Increases action points by {0}, dodge and evasion by {1}% and strength by {2} for {3}, temporarily removing any fatigue.\nAfter the effect expires, the consumer will be worn out.",
morphineshot,Morphine shot can easily be created by a skilled biologist from raw morphine.,
nervosomnifer|itemblueprints.k,Nervosomnifer is an experimental pain reducing drug that requires rare exotic ingredients.,
nervosomnifer|statuseffects.k,All damage taken reduced by {0}%. After the effect expires the character will take damage equal to {1}% of their missing health.,
nervosomnifer|consumables.k,Reduces damage taken from all sources by {0}% for {1}. After the effect expires the character takes damage equal to {2}% of their missing health.,
caltrops,Caltrops can be crafted out of any metal. The quality of the metal does not influence the end product.\n\nOptionally the caltrops can be tipped with poison.,
beartrap|itemblueprints.k,"A simple mechanical trap designed to wound and ensnare the victim.\n\nOptionally, the metal jaws of a bear trap can be tipped with poison in order to inflict even more harm to the unsuspecting victim.",
beartrap|traps.k,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.",
repairkit,"You can create repair kits from pieces of scrap. The type of scrap you use (metal, electronic, fabric) will determine the type of repair kit. Using additional scraps during construction will allow you to create more advanced repair kits.\n\nYou cannot mix different types of scrap.",
vehiclerepairkit,"You can create vehicle repair kit from pieces of mechanical and electronic scrap, providing you are skilled enough.",
recycleitem,You can recycle repairable items to gain scraps that you can later use in crafting. \n\nThe type of scrap gained depends on the item's durability type and the amount depends on the item's current durability.,
psionicheadband|itemblueprints.k,"Psionic headband augments, and sometimes inhibits, various aspects of psionic invocation, depending on parts used in constructing it.\n\nThe basic psionic headband consists of the frame and a modulator. The latter determines which areas of psionic potential (psi schools) the headband focuses on.\n\nHeadband can also sport various enhancements.",
psionicheadband|armors.k,This is a {0} {1}. {2},
combatgloves,Combat gloves can be created from leather or metal. They can be reinforced with additional metal plating or sport enhancements such as spikes and blades.\n\nThey can even carry some manner of power module for that extra punch.,
energyshieldemitter,"Energy shield emitters are used to absorb all or part of the damage directed at the user by expending electrical energy. The amount absorbed varies depending on the quality of the components used and the impact speed of an attack.\n\nThey can be crafted from a base, one or two modulators, energy core and optional enchancement.\n\nThe type modulator will determine how the absorbing capabilities are spread across the impact speed spectrum, though all shields generally perform better against higher impact speeds (high speed ballistic projectiles, energy weapons, explosions).\n\nQuality of the energy core will determine the capacity of the shield.",
balaclava,"A balaclava is a form of cloth headwear that covers the whole head, exposing only part of the face.\n\nIt can be created out of any type of cloth.",
