Variable,Original,Translation
Weapon.SigMPX,An old world 8.6mm sub-machine gun.,
wep.sigMPX_rf,Refurbished Syg MPX,
Weapon.SigMPX_rf,An old world 8.6mm sub-machine gun with an extended magazine. Also has a laser sight attached to it.,
wep.duffsBrassKnuckles,Spiked Chrome Brass Knuckles,
Weapon.SpikedChromeBrassKnuckles,"More pain for them, more bling for you.",
spiritPoisonThrowingKnife,Spirit Poison Throwing Knife,
SpiritPoisonThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively. It has been coated with spirit poison.,
steelCrowbar,Steel Crowbar,
Weapons.80,This handy tool can also be used as a weapon in a pinch.,
Weapon.SteyrAug,A versatile old world 9mm assault rifle. Comes with integrated optics.,
wep.steyrAug_rf,Refurbished Steyr-Auch,
Weapon.SteyrAug_rf,A versatile old world 9mm assault rifle with an extended magazine. Comes with integrated optics.,
tungstenCrowbar|supersteelcrowbar.item,Super Steel Crowbar,
tungstenCrowbar|tichromecrowbar.item,TiChrome Crowbar,
tungstenCrowbar|tungstencrowbar.item,Tungsten Crowbar,
Weapons.50,"It is unclear why would someone need a crowbar made out of the most expensive metal alloy, but here it is. Maybe it was just to prove a point.",
wep.theClaw,The Claw,
Weapon.TheClaw,An improvised weapon made from the paw and the claws of a rathound. ,
throwingKnife,Throwing Knife,
ThrowingKnife,This knife is specially designed and weighted so that it can be thrown effectively.,
Weapons.70,A fancy crowbar made from titanium-chromium alloy.,
weapon.tommyGun,Tommy Gun,
Weapon.TommyGun,An ancient looking heavy .44 caliber sub-machine gun. Some of the materials from which this gun is made feel like nothing you've encountered before.,
weapon.tommyGun_rf,Refurbished Tommy Gun,
Weapon.TommyGun_rf,An ancient looking heavy .44 caliber sub-machine gun. Some of the materials from which this gun is made feel like nothing you've encountered before. The newly-added barrel compensator helps keep the recoil under control.,
wep.tt3000,TT 3000,
Weapon.TT3000,A reliable old world 7.62mm handgun.,
wep.tt3000_rf,Refurbished TT 3000,
Weapon.TT3000_rf,A reliable old world 7.62mm handgun. Has a laser sight attached to it.,
Weapons.60,A heavy crowbar made out of tungsten.,
Weapon.Uzi,A small 5mm old world SMG equipped with a silencer.,
weapon.uzi_rf,Refurbished Mini-Izu,
Weapon.Uzi_rf,A small 5mm old world SMG equipped with a silencer.,
wep.wickedHook,Wicked Hook,
Weapon.WickedHook,"This peculiar device might not have been intended as a weapon, but it's obvious that you could, in a pinch, swing the large wicked hook at an enemy. It would have certain advantages over a conventional knife.",
XAL-001,XAL-001 Pistol,
Plot.82,"XAL-001 (eXperimental Acid Launcher) is an advanced chemical pistol design that is a product of collaborative effort between both the Preservation and Investigation divisions of the Institute of Tchort. Increased reliability, ergonomics and rate of fire, as well as the ability for multiple attachments; the most important of all is perhaps the chemical extractor that allows for fast and efficient weapon reloading (attachment not included with the prototype); make XAL-001 a milestone in advanced weapon design.",
Ammo.BlindingPoisonBolt|blindingpoisonbolt.item,Blinding Poison Bolt,
Ammo.BlindingPoisonBolt|blindingpoisonbolt.item,This bolt is packed with an ampule of blinding poison.,
Ammo.BroadheadBolt,Broadhead Bolt,
Ammo.91,"A broad bolt head has less penetration, but creates a big bleeding wound.",
Ammo.HeartbreakPoisonBolt|heartbreakpoisonbolt.item,Heartbreak Poison Bolt,
Ammo.HeartbreakPoisonBolt|heartbreakpoisonbolt.item,This bolt is packed with an ampule of heartbreak poison.,
Ammo.LeperPoisonBolt|leperpoisonbolt.item,Leper Poison Bolt,
Ammo.LeperPoisonBolt|leperpoisonbolt.item,This bolt is packed with an ampule of leper poison.,
Ammo.RustingAcidBolt1|rustingacidbolt1.item,Rusting Acid Bolt,
Ammo.RustingAcidBolt1|rustingacidbolt1.item,"Carries a vial that breaks on impact, spraying rusting acid onto the target.",
Ammo.ShotgunShell_12|shotgunshell_12.item,12p Shotgun Shell,
Ammo.ShotgunShell_12|shotgunshell_12.item,"It's a 12-gauge, 12-pellet steel houndshot shotgun shell.",
Ammo.ShotgunShell_20|shotgunshell_20.item,20p Shotgun Shell,
Ammo.ShotgunShell_20|shotgunshell_20.item,"It's a 12-gauge, 20-pellet steel hoppershot shotgun shell.",
Ammo.ShotgunShell_3|shotgunshell_3.item,3p Tungsten Shotgun Shell,
Ammo.ShotgunShell_3|shotgunshell_3.item,"It's a 12-gauge, 3-pellet tungsten trainshot shotgun shell. Sometimes referred to as the tungsten trinity.",
Ammo.ShotgunShell_6|shotgunshell_6.item,6p Shotgun Shell,
Ammo.ShotgunShell_6|shotgunshell_6.item,"It's a 12-gauge, 6-pellet steel boarshot shotgun shell.",
Ammo.Vial_Acid_Rusting,Rusting Acid Vial,
Ammo.RustingAcidVial,Can be loaded into an acid based chemical weapon.,
Ammo.VoidBolt,Void Bolt,
Xpbl_Ammo.20,A bolt whose tip is coated in an odious tar-like substance. It's warm in an unnatural and unnerving way.,
Ammo.Grenade_25_Concussive|grenade_25_concussive.item,25mm Concussive Grenade,
Ammo.Grenade_25_Concussive|grenade_25_concussive.item,"This launcher grenade is used to disrupt and disable targets, rather than to outright destroy them.",
Ammo.Grenade_25_Frag|grenade_25_frag.item,25mm Frag Grenade,
Ammo.Grenade_25_Frag|grenade_25_frag.item,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding. This one is meant to be fired from a grenade launcher.,
Ammo.Grenade_25_He|grenade_25_he.item,25mm High-Explosive Grenade,
Ammo.Grenade_25_He|grenade_25_he.item,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel. This one is meant to be fired from a grenade launcher.",
Ammo.Grenade_25_Incendiary|grenade_25_incendiary.item,25mm Incendiary Grenade,
Ammo.Grenade_25_Incendiary|grenade_25_incendiary.item,This launcher grenade can set fire to the ground as well as any enemies in its blast radius.,
Ammo.Grenade_40_Cluster|grenade_40_cluster.item,40mm Cluster Grenade,
Ammo.Grenade_40_Cluster|grenade_40_cluster.item,"This launcher grenade splits in multiple smaller grenades on impact, which scatter in a large radius before exploding.",
Ammo.Grenade_40_Frag|grenade_40_frag.item,40mm Frag Grenade,
Ammo.Grenade_40_Frag|grenade_40_frag.item,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding. This one is meant to be fired from a grenade launcher.,
Ammo.Grenade_40_He|grenade_40_he.item,40mm High-Explosive Grenade,
Ammo.Grenade_40_He|grenade_40_he.item,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel. This one is meant to be fired from a grenade launcher.",
Ammo.Grenade_40_Thermobaric|grenade_40_thermobaric.item,40mm Thermobaric Grenade,
Ammo.Grenade_40_Thermobaric|grenade_40_thermobaric.item,This is the much feared launcher grenade that causes a powerful thermobaric explosion.,
xpbl_aegis,Aegis Sec-trooper Armor,
xpbl_Armors.0,"A tactical vest worn by the Aegis Incorporated sec-troopers. Made from Tyrys ultra-high-molecular-weight polyethylene fibers, it is lighter than most other vests while at the same time offering improved protection.",
xpbl_agsh,Aegis Sec-trooper Helmet,
xpbl_Armors.10,"A lightweight combat helmet made from Tyrys ultra-high-molecular-weight polyethylene, used by Aegis Incorporated sec-troopers. The built-in respirator provides limited biohazard protection.",
belt.boltQuiver,Bolt Quiver,
Armors.67,A belt to store crossbow bolts for quicker retrieval.,
deathsGrin,Death's Grin,
xpbl_Armors.12,A menacing cloth bandana depicting a set of human teeth. The cloth from which the teeth are weaved appears to be fluorescent.,
greySoldierArmor,Gray Soldier Armor,
xpbl_Armors.03,"A suit of gray tactical vest type armor. It has markings that feature black compass blades and a jackhammer, which replaces the north one, against a yellow and white background.",
greyOfficerArmor,Gray Officer Armor,
xpbl_Armors.02,"A suit of gray tactical vest type armor for officers of the army. Along the rank insignia, it also has markings that feature black compass blades and a jackhammer, which replaces the north one, against a yellow and white background.",
greySpecOpsArmor,Gray Spec Ops Armor,
xpbl_Armors.01,A suit of gray tactical vest type armor worn by the Gray Army spec ops.,
xpbl_rash,Gray Army Spec Ops Helmet,
xpbl_Armors.11,A tactical helmet worn by the Gray Army spec ops. Comes with fixed night vision goggles and a respirator which provides limited biohazard protection.,
hexagonNinjaArmor,Phantom Dancer,
xpbl_Armors.15,This foreign looking suit of armor features a lightweight tactical vest and an elegant sleeveless overcoat.,
lemurianEngineerSuit,Lemurian Engineer Suit,
xpbl_Armors.5,Suit that was likely worn by the Lemurian engineers. It has a number of integrated accessories that can help with a variety of field tasks.,
lemurianSoldierArmor,Lemurian Security Marine Armor,
xpbl_Armors.6,"A full suit of body armor that used to be worn by the Lemurian marine troops. While both the suit and the helmet are in good condition, some of the latter's integrated systems are no longer functional, namely the HUD targeting aid and combat feed, as well as the underwater breathing unit. The air filtration system is, however, still operational and provides moderate biohazard protection.",
xpbl_Armors.14,The cumbersome and clunky construction of this psionic headband suggests that it's just an experimental model. It seems that their designers were looking to enhance non-lethal psionic techniques.,
protectorateMarineArmor,Protectorate Marine Armor,
xpbl_Armors.13,A full suit of marine body armor that includes a special naval tactical vest. It also comes with an oxygen tank and a pair of flippers that are attached to the belt and can be equipped quickly.,
savageTranscendentArmorWithShield,Savage Transcendent Armor with Shield,
serpentSlayingSash,Sea Serpent Slaying Sash,
xpbl_Armors.21,"It's a sash made of serpent skin, lined with mean looking hooks and sporting a knife sheath.",
belt.shellstrapBelt,Shell Strap Belt,
xpbl_Armors.20,This belt allows you to store and quickly access a good number of shotgun shells.,
teslaArmor,Tesla Armor,
xpbl_Armors.4,"A high-end powered armor. From what you can gather, the suit is made from electroactive materials that exhibit changes in behavior and even physical structure when stimulated by an electric field. Controlling the resulting effects is not such a simple task, as the controls are poorly-labeled and unintuitive, implying that this suit was likely a one-off experimental prototype.",
combatExoskeleton,Combat Exoskeleton,
xphw_Armors.2,"A heavily-armored full-body powered exoskeleton. Geared for subordinate combatants, it provides strength and speed enhancements, heads-up display, and an integrated wristblade for close-quarters battle. The original stimulation delivery system has been redesigned and connected to a brain-machine interface that replaces the default tactical communication module.",
